crew, tier, rarity, CMD_core, CMD_min, CMD_max, SCI_core, SCI_min, SCI_max, SEC_core, SEC_min, SEC_max, ENG_core, ENG_min, ENG_max, DIP_core, DIP_min, DIP_max, MED_core, MED_min, MED_max, V_CMD_SCI, V_CMD_SEC, V_CMD_ENG, V_CMD_DIP, V_CMD_MED, V_SCI_SEC, V_SCI_ENG, V_SCI_DIP, V_SCI_MED, V_SEC_ENG, V_SEC_DIP, V_SEC_MED, V_ENG_DIP, V_ENG_MED, V_DIP_MED, G_CMD_SCI, G_CMD_SEC, G_CMD_ENG, G_CMD_DIP, G_CMD_MED, G_SCI_SEC, G_SCI_ENG, G_SCI_DIP, G_SCI_MED, G_SEC_ENG, G_SEC_DIP, G_SEC_MED, G_ENG_DIP, G_ENG_MED, G_DIP_MED, voyage_rank, gauntlet_rank, traits, hidden_traits, action_name, action_bonus_type, action_bonus_amount, action_initial_cooldown, action_duration, action_cooldown, bonus_ability, trigger, uses_per_battle, penalty_type, penalty_amount, accuracy, crit_bonus, crit_chance, evasion, charge_phases, short_name, image_name, symbol, shuttle_rank, collections_rank, ship_rank, overall_rank, stat_collections, crew_collections, vanity_collections, potential_collections
"Excretus of Borg",0,4, 361,50,156,0,0,0,692,116,248,891,153,311,0,0,0,0,0,0,1514,736,384,1600,1302,953,644,0,0,176,1241,748,879,432,0,1483,739,346,1558,1271,968,541,0,0,199,1254,802,780,374,0,1248,1278,"Human, Borg, Brutal, Desperate, Tactician, Prodigy, Hunter, Compromised","male, nonhuman, organic, low, boimler, apr2023, crew_max_rarity_4","Assimilate! I Must Assimilate!",0, 6, 10, 10, 14, 5, 0, , , , 295, 455, 165, 350, false,"Boimler",crew_portraits_cm_boimler_excretus_sm.png,boimler_excretus_crew, 59.4878, 36.9919, 62.8913, 60.6304, 5, 0, 0, 19.0899
"Assimilated Bashir",0,5, 554,57,178,0,0,0,1361,162,365,0,0,0,0,0,0,1049,140,313,1270,226,1226,1402,51,308,0,0,373,336,548,7,0,282,530,1404,462,1356,1491,200,602,0,0,490,601,854,62,0,443,694,403,942,"Borg, Human, Physician, Engineered, Duelist, Scoundrel, Federation, Starfleet, Compromised","nonhuman, male, organic, ds9, bashir, original, apr2023, crew_max_rarity_5","I'm a Doctor, Not a Borg Drone. Oh, wait...",0, 6, 8, 10, 16, 2, 0, , , , 165, 250, 208, 175, false,"Bashir",crew_portraits_cm_bashir_assimilated_sm.png,bashir_assimilated_crew, 91.4241, 28.4553, 66.8013, 86.0247, 4, 0, 1, 17.7031
"Chief Medical Officer Tendi",0,5, 0,0,0,544,48,148,0,0,0,0,0,0,1069,151,270,1355,198,354,1318,0,0,902,182,1270,1001,274,44,0,885,180,650,82,17,1514,0,0,1146,431,1479,1186,549,161,0,1182,422,951,260,95,415,1029,"Orion, Starfleet, Federation, Physician, Desperate, Resourceful","female, organic, low, tendi, nonhuman, crew_max_rarity_5","Huh? I-I Gotta Hurt Him?",2, 10, 8, 8, 10, , , , 1, 2, 415, 400, 368, 500, false,"Tendi",crew_portraits_cm_tendi_cmo_sm.png,tendi_cmo_crew, 91.8316, 46.5447, 11.0616, 82.3494, 4, 0, 0, 0
"Drone Magnus Hansen",0,4, 377,52,151,943,148,315,684,111,243,0,0,0,0,0,0,0,0,0,333,731,1409,1576,1273,105,581,850,445,905,1262,761,0,0,0,389,750,1424,1561,1277,188,570,879,470,955,1277,836,0,0,0,1133,1349,"Human, Borg, Exobiology, Brutal, Explorer, Compromised","nonhuman, male, organic, voy, magnus_hansen, apr2023, crew_max_rarity_4","We Have To Keep Moving",0, 9, 10, 8, 8, , , , 2, 2, 165, 300, 40, 90, false,"Hansen",crew_portraits_cm_hansen_drone_sm.png,hansen_drone_crew, 61.6802, 43.9024, 17.0927, 56.669, 6, 0, 0, 0
"Bruce Maddox",0,5, 0,0,0,1326,198,400,0,0,0,532,68,170,1074,123,277,0,0,0,363,0,1263,909,0,321,92,58,191,1165,889,0,207,807,535,576,0,1349,1173,0,509,160,146,316,1211,1218,0,426,868,839,441,936,"Human, Cyberneticist, Inspiring, Innovator, Resourceful, Civilian, Maverick","male, organic, pic, maddox, crew_max_rarity_5","Perfectly Imperfect",1, 10, 8, 8, 10, , , , , , 790, 350, 158, 250, false,"Maddox",crew_portraits_cm_maddox_bruce_sm.png,maddox_bruce_crew, 90.2406, 56.3008, 21.2802, 82.8348, 4, 0, 0, 42.3185
"Mirror Boimler",0,5, 1083,125,283,0,0,0,1352,177,353,511,81,179,0,0,0,0,0,0,665,74,202,906,445,322,1023,0,0,114,554,195,1312,822,0,965,270,350,1152,765,597,973,0,0,243,848,457,1300,813,0,449,965,"Mirror Universe, Terran Empire, Scoundrel, Crafty, Brutal, Resourceful, Human, Starfleet, Hologram","male, organic, low, boimler, crew_max_rarity_5","Did You Just Salute Me With Your Left Hand?",0, 9, 8, 6, 10, , , , 2, 2, 300, 250, 90, 340, false,"Boimler",crew_portraits_cm_boimler_mirror_sm.png,boimler_mirror_crew, 90.26, 50.2033, 18.4548, 82.3155, 4, 0, 0, 58.3099
"Amanda Cole",0,4, 370,49,150,0,0,0,951,148,300,669,98,250,0,0,0,0,0,0,1506,543,580,1591,1293,761,759,0,0,162,1047,563,1057,569,0,1503,585,573,1568,1293,825,764,0,0,235,1080,669,1082,613,0,1205,1394,"Human, Starfleet, Romantic, Duelist, MACO, Resourceful, Federation, Athlete","female, organic, ent, amanda, crew_max_rarity_4","Nothing Wrong With The Unexpected",0, 9, 8, 10, 10, , , , 1, 2, 1275, 300, 113, 365, false,"Amanda",crew_portraits_cm_amanda_cole_sm.png,amanda_cole_crew, 60.9818, 36.5854, 16.9952, 55.4704, 3, 0, 0, 0
"Insider Ro",0,5, 1084,101,248,518,81,183,1356,197,400,0,0,0,0,0,0,0,0,0,199,73,637,931,470,62,992,1266,780,291,521,163,0,0,0,491,261,1036,1253,891,157,967,1295,764,489,710,361,0,0,0,425,956,"Bajoran, Starfleet, Federation, Communicator, Crafty, Undercover Operative, Desperate, Investigator","female, nonhuman, organic, pic, ro, crew_max_rarity_5","Blind Faith In Any Institution Does Not Make One Honorable",0, 9, 8, 8, 8, , , , 1, 3, 550, 50, 50, 140, false,"Ro",crew_portraits_cm_insider_ro_sm.png,ro_insider_crew, 90.8421, 32.3171, 18.4122, 82.4612, 3, 0, 0, 41.1918
"Tearful Janeway",0,4, 669,98,219,380,51,147,0,0,0,0,0,0,972,147,299,0,0,0,638,1112,999,338,841,1480,1158,400,931,0,1008,0,759,0,628,688,1191,1109,487,960,1477,1183,496,939,0,1134,0,894,0,756,1176,1465,"Human, Starfleet, Federation, Resourceful, Inspiring, Tactician, Desperate","female, organic, voy, janeway, crew_max_rarity_4","Let Him Go",1, 9, 6, 10, 10, , , , 2, 2, , 300, 170, 400, false,"Janeway",crew_portraits_cm_janeway_tearful_sm.png,janeway_tearful_crew, 62.0683, 43.9024, 19.8858, 56.2859, 3, 0, 0, 0
"Heroic Shaxs",0,5, 1088,146,306,0,0,0,1349,186,404,510,78,181,0,0,0,0,0,0,626,63,192,875,414,273,1026,0,0,110,534,176,1317,825,0,859,198,295,1049,662,492,984,0,0,183,742,374,1309,822,0,398,733,"Bajoran, Federation, Starfleet, Veteran, Duelist, Hero, Inspiring, Brutal","nonhuman, male, shaxs, organic, low, exclusive_honorhall, crew_max_rarity_5","Hang In There, Baby Bear!",0, 9, 10, 4, 10, 1, 1, , , , 200, 175, 70, 125, false,"Shaxs",crew_portraits_cm_shaxs_heroic_sm.png,shaxs_heroic_crew, 90.2988, 49.7967, 40.9388, 84.241, 5, 0, 0, 21.0834
"Prisoner Paris",0,5, 0,0,0,0,0,0,553,58,153,1087,171,299,1322,200,404,0,0,0,0,1305,560,633,0,1230,463,437,0,183,134,978,41,262,273,0,1433,722,794,0,1415,520,585,0,348,325,1140,65,353,408,384,829,"Prisoner, Human, Resourceful, Civilian, Maverick, Maquis, Pilot","male, organic, voy, paris, crew_max_rarity_5","I'm Already Doing a Job For The Federation",0, 10, 6, 4, 8, , , , , , 350, 230, 25, 215, false,"Paris",crew_portraits_cm_paris_prisoner_sm.png,paris_prisoner_crew, 90.9585, 40.8537, 18.5692, 83.7392, 3, 0, 0, 60.0867
"Anbo-jyutsu Kyle Riker",0,5, 0,0,0,533,72,173,1052,127,270,0,0,0,1370,160,311,0,0,0,1296,797,0,641,0,136,977,158,767,587,33,423,377,0,288,1385,1042,0,1003,0,383,1047,380,821,869,263,753,775,0,629,470,1107,"Civilian, Duelist, Human, Communicator, Tactician, Federation, Crafty, Athlete, Casual","male, organic, tng, kyle_riker, crew_max_rarity_5","Yoroshiku Onegaishimasu",0, 10, 10, 6, 6, , , , , , 550, 275, 225, 515, false,"Kyle Riker",crew_portraits_cm_kyle_riker_anbojyutsu_sm.png,kyle_riker_anbojyutsu_crew, 91.1525, 37.1951, 19.9024, 81.962, 3, 0, 0, 0
"Seven In Command",0,5, 1367,149,303,0,0,0,1047,102,255,510,61,155,0,0,0,0,0,0,396,97,103,656,225,643,1057,0,0,207,929,443,1357,850,0,860,412,351,1050,663,995,1123,0,0,529,1271,827,1434,927,0,591,1310,"Human, Borg, Federation, Resourceful, Communicator, Tactician, Inspiring, Civilian","female, organic, pic, seven, crew_max_rarity_5","Tell Them Do Not Resist.",0, 9, 8, 6, 14, 8, 4, , , , 715, 125, 385, 575, false,"Seven",crew_portraits_cm_seven_incommand_sm.png,seven_incommand_crew, 89.4839, 63.6179, 24.9945, 79.5486, 4, 0, 0, 21.6685
"Twilight Reed",0,5, 1363,175,357,539,63,148,1061,133,252,0,0,0,0,0,0,0,0,0,108,81,340,636,195,139,999,1273,784,583,900,421,0,0,0,265,283,597,883,457,490,1146,1426,894,895,1225,774,0,0,0,467,1065,"Human, Starfleet, Desperate, Resourceful, Tactician, Veteran","male, organic, ent, reed, crew_max_rarity_5","Our Shields Are Holding",0, 6, 10, 8, 16, 2, 0, , , , 565, 350, 220, 165, false,"Reed",crew_portraits_cm_reed_twilight_sm.png,reed_twilight_crew, 90.8809, 40.8537, 68.3479, 83.2501, 3, 0, 0, 0
"Wanted Mariner",0,5, 1419,199,400,0,0,0,547,102,203,1091,153,299,0,0,0,0,0,0,279,189,13,555,114,1141,469,0,0,168,1378,910,630,269,0,530,292,51,766,350,1122,597,0,0,267,1368,930,833,445,0,139,527,"Federation, Starfleet, Human, Undercover Operative, Maverick, Resourceful, Costumed, Playful","female, organic, low, mariner, crew_max_rarity_5","Starfleet Classic. Yee-Haw!",0, 10, 8, 6, 10, , , , 1, 3, 550, 95, 170, 475, false,"Mariner",crew_portraits_cm_mariner_wanted_sm.png,mariner_wanted_crew, 93.345, 68.9024, 18.5283, 88.8181, 6, 0, 0, 0
"Starfleet Medical Phlox",0,5, 0,0,0,1067,122,289,0,0,0,0,0,0,536,79,173,1337,197,407,670,0,0,1410,181,616,499,268,8,0,1439,174,1257,76,66,979,0,0,1463,351,899,679,470,56,0,1500,350,1332,194,146,400,867,"Starfleet, Denobulan, Physician, Exobiology, Resourceful, Romantic, Caregiver, Educator","male, organic, nonhuman, ent, phlox, crew_max_rarity_5","I'll Do The Best I Can",2, 8, 8, 8, 12, 2, 0, , , , 665, 600, 365, 440, false,"Phlox",crew_portraits_cm_phlox_starfleet_medical_sm.png,phlox_starfleet_medical_crew, 90.9585, 63.4146, 55.5417, 86.2153, 6, 0, 0, 0
"Zero Hour Archer",0,5, 1079,149,302,497,100,198,1357,200,403,0,0,0,0,0,0,0,0,0,187,60,587,888,427,63,1002,1278,787,284,514,157,0,0,0,262,181,802,1051,664,133,886,1239,706,467,680,336,0,0,0,379,550,"Human, Starfleet, Brutal, Duelist, Resourceful, Hero, Tactician","male, organic, ent, archer, crew_max_rarity_5","I’ll Be Right Behind You",0, 10, 8, 10, 12, , , , 1, 3, 500, 265, 312, 590, false,"Archer",crew_portraits_cm_archer_zero_hour_sm.png,archer_zero_hour_crew, 90.066, 40.2439, 19.2137, 85.3409, 3, 0, 0, 21.0834
"Disguised Daniels",0,4, 0,0,0,687,123,249,958,152,301,0,0,0,385,51,151,0,0,0,1010,873,0,1558,0,102,723,622,564,679,483,531,1450,0,1251,1047,944,0,1573,0,178,723,640,585,763,536,643,1468,0,1249,1072,1339,"Temporal Agent, Starfleet, Undercover Operative, Duelist, Resourceful, Human","male, organic, ent, daniels, crew_max_rarity_4","I Think My Bunkmate Majored In Chaos Theory",1, 9, 10, 6, 10, , , , 0, 3, 425, 305, 135, 350, false,"Daniels",crew_portraits_cm_daniels_disguised_sm.png,daniels_disguised_crew, 62.6116, 38.6179, 17.7898, 56.7203, 4, 0, 0, 0
"Captain Picard Day Riker",0,5, 0,0,0,538,49,148,1346,151,303,0,0,0,1070,99,251,0,0,0,1328,599,0,935,0,78,1016,286,798,392,40,242,675,0,552,1515,938,0,1270,0,355,1187,691,942,757,337,637,1090,0,921,528,1400,"Human, Federation, Starfleet, Scoundrel, Maverick, Gambler, Romantic, Undercover Operative, Festive","male, organic, tng, riker, picard, crew_max_rarity_5","The Resemblance is Rather Striking",2, 10, 8, 12, 8, 5, 0, , , , 530, 400, 295, 715, false,"Riker",crew_portraits_cm_riker_picard_day_sm.png,riker_picard_day_crew, 91.1137, 31.7073, 62.7341, 82.6447, 4, 0, 0, 17.7031
"Degraded Sphere-Builder",0,4, 0,0,0,395,49,156,0,0,0,906,149,313,681,93,261,0,0,0,1452,0,825,1196,0,1442,284,635,900,770,1274,0,181,426,860,1498,0,760,1260,0,1453,286,672,916,726,1299,0,188,377,907,1203,1360,"Civilian, Resourceful, Scoundrel, Innovator, Desperate, Prisoner","male, organic, nonhuman, ent, sphere_builder, crew_max_rarity_4","When The Xindi Destroy Earth, My People Will Prevail",2, 7, 8, 8, 12, 0, 1, , , , 155, 225, 50, 115, false,"Sphere-Builder",crew_portraits_cm_sphere_builder_degraded_sm.png,sphere_builder_degraded_crew, 60.7877, 38.6179, 23.3707, 56.2634, 3, 0, 1, 39.1116
"Palor Toff",0,5, 1109,149,253,541,50,150,0,0,0,0,0,0,1349,202,401,0,0,0,186,766,575,65,420,1273,1006,147,792,0,533,0,331,0,258,537,1037,912,215,778,1467,1176,279,933,0,733,0,518,0,409,388,981,"Civilian, Resourceful, Inspiring, Merchant, Casual, Crafty","nonhuman, male, organic, tng, palor_toff, crew_max_rarity_5","What Is That? Something New?",2, 10, 5, 5, 8, , , , , , 400, 100, 80, 575, false,"Palor Toff",crew_portraits_cm_palor_toff_sm.png,palor_toff_crew, 92.0838, 48.1707, 14.459, 80.4193, 3, 0, 0, 19.675
"Colonel Grat",0,5, 544,64,168,0,0,0,1350,195,388,1074,124,304,0,0,0,0,0,0,1295,223,195,1416,1096,279,496,0,0,28,538,179,652,287,0,1412,399,360,1504,1212,516,659,0,0,89,766,379,922,499,0,408,886,"Tandaran, Scoundrel, Communicator, Interrogator, Veteran, Tactician, Crafty","nonhuman, male, organic, ent, grat, crew_max_rarity_5","Your Curiosity Almost Got You Killed",2, 10, 10, 10, 12, 0, 1, , , , 300, 300, 73, 175, false,"Grat",crew_portraits_cm_grat_colonel_sm.png,grat_colonel_crew, 90.9391, 37.1951, 30.2925, 82.588, 3, 0, 0, 38.0932
"EV Suit Tendi",0,5, 0,0,0,1090,156,300,0,0,0,1353,189,411,538,103,212,0,0,0,610,0,319,1347,0,567,11,240,346,321,1390,0,95,95,980,889,0,496,1324,0,826,55,327,498,490,1359,0,119,202,980,292,535,"Orion, Starfleet, Federation, Inspiring, Resourceful, Counselor, Nurse","nonhuman, organic, female, low, tendi, evsuit, crew_max_rarity_5","Wow, Would You Look At That?",0, 7, 4, 10, 10, 0, 1, , , , 350, 400, 275, 250, false,"Tendi",crew_portraits_cm_tendi_ev_suit_sm.png,tendi_ev_suit_crew, 91.4241, 55.2846, 41.7956, 85.3982, 5, 0, 0, 19.9133
"Sarin",0,4, 901,142,320,394,62,143,669,122,248,0,0,0,0,0,0,0,0,0,366,332,828,1070,641,509,1129,1434,903,909,1275,764,0,0,0,376,377,744,1004,605,535,1163,1442,917,916,1247,794,0,0,0,1214,1272,"Suliban, Duelist, Saboteur, Desperate, Shapeshifter, Undercover Operative","female, nonhuman, organic, ent, sarin, crew_max_rarity_4","The Price Of Evolution Was Too High",0, 6, 10, 10, 14, 7, 0, , , , 515, 200, 215, 325, false,"Sarin",crew_portraits_cm_sarin_sm.png,sarin_crew, 60.2445, 21.3415, 62.8352, 54.8469, 3, 0, 0, 19.2849
"General K'Vagh",0,5, 1396,203,405,1096,139,319,559,62,151,0,0,0,0,0,0,0,0,0,14,204,286,584,149,121,438,674,336,1122,1427,964,0,0,0,55,392,447,741,315,334,598,897,494,1273,1582,1133,0,0,0,219,830,"Klingon, Desperate, Inspiring, Tactician, Interrogator, Resourceful","male, nonhuman, organic, ent, kvagh, crew_max_rarity_5","I Suggest You Stop Asking Questions",0, 10, 8, 6, 12, 1, 4, , , , 850, 370, 150, 525, false,"K'Vagh",crew_portraits_cm_kvagh_general_sm.png,kvagh_general_crew, 93.5972, 52.6423, 27.5185, 88.2692, 4, 0, 0, 20.39
"Jojo Krako",0,4, 906,141,311,0,0,0,689,112,248,341,69,165,0,0,0,0,0,0,869,324,381,1071,642,962,1205,0,0,527,1247,754,1505,955,0,861,407,324,1052,665,988,1066,0,0,497,1265,818,1374,876,0,1251,1231,"Iotian, Duelist, Maverick, Desperate, Brutal, Criminal, Civilian","male, nonhuman, organic, tos, krako, crew_max_rarity_4","I Haven't Been Arrested In My Whole Life!",1, 8, 6, 10, 8, 5, 0, , , , 395, 400, 55, 325, false,"Krako",crew_portraits_cm_jojo_krako_sm.png,jojo_krako_crew, 59.2355, 26.8293, 53.7492, 55.4067, 3, 0, 0, 0
"Ikhu Zhen Kyheem",0,5, 547,62,160,0,0,0,0,0,0,0,0,0,1077,150,299,1356,200,398,1298,1314,1248,375,20,0,0,700,141,0,864,139,632,60,10,1441,1409,1391,625,101,0,0,940,293,0,1116,368,878,211,73,346,858,"Desperate, Empath, Communicator, Ambassador, Caregiver, Spiritual, Kwejian","male, nonhuman, organic, dsc, kyheem, crew_max_rarity_5","I'm Happy You're Here",2, 10, 12, 8, 10, , , , 0, 3, 500, 270, 282, 565, false,"Kyheem",crew_portraits_cm_kyheem_ikhu_zhen_sm.png,dsc_kyheem_ikhu_zhen_crew, 91.9868, 44.1057, 12.1008, 82.9581, 4, 0, 0, 41.0401
"Hain",0,4, 667,103,258,387,64,165,948,159,307,0,0,0,0,0,0,0,0,0,573,304,982,1219,818,197,1125,1427,892,688,1036,543,0,0,0,577,384,994,1226,849,295,1088,1379,855,704,985,582,0,0,0,1108,1211,"Human, Civilian, Thief, Scoundrel, Criminal, Undercover Operative","male, organic, ds9, hain, crew_max_rarity_4","A Thousand Bricks of Gold-Pressed Latinum",2, 6, 8, 8, 14, 1, 1, , , , 450, 275, 200, 675, false,"Hain",crew_portraits_cm_hain_sm.png,hain_crew, 61.4862, 17.0732, 25.6334, 51.8036, 3, 0, 0, 17.7031
"Ikhu Zhen Booker",0,4, 368,51,151,678,125,200,0,0,0,0,0,0,979,152,301,0,0,0,628,1461,1431,600,1295,990,753,225,587,0,984,0,742,0,613,670,1452,1429,657,1281,1090,807,317,655,0,1104,0,868,0,724,1134,1444,"Federation, Empath, Inspiring, Caregiver, Spiritual, Kwejian","male, nonhuman, organic, dsc, booker, crew_max_rarity_4","A Boy Only Becomes A Man Once",2, 7, 8, 6, 8, , , , 3, 800, 700, 430, 300, 390, false,"Booker",crew_portraits_cm_booker_ikhu_zhen_sm.png,dsc_booker_ikhu_zhen_crew, 62.3399, 37.3984, 12.2146, 51.8246, 4, 0, 0, 21.1268
"Battle Beverly Crusher",0,5, 1090,150,303,536,56,158,1354,209,411,0,0,0,0,0,0,0,0,0,185,55,563,872,411,61,1003,1279,788,271,495,134,0,0,0,377,158,795,1041,656,173,1137,1421,890,430,617,290,0,0,0,351,790,"Human, Federation, Duelist, Desperate, Physician, Tactician, Marksman, Civilian","female, organic, pic, crusher, crew_max_rarity_5","Hellbird. Repeat. Hellbird.",0, 10, 6, 8, 12, 1, 4, , , , 490, 200, 310, 440, false,"Crusher",crew_portraits_cm_crusher_battle_sm.png,crusher_battle_crew, 91.5017, 10.5691, 28.8126, 84.4187, 1, 0, 0, 42.5569
"Damron",0,4, 667,80,253,910,152,304,350,52,147,0,0,0,0,0,0,0,0,0,179,786,994,1238,832,361,618,891,469,1322,1621,1182,0,0,0,231,785,1074,1294,923,357,608,908,499,1307,1604,1169,0,0,0,1278,1418,"Xindi, Crafty, Desperate, Displaced, Scoundrel, Tactician","male, nonhuman, organic, ent, damron, crew_max_rarity_4","Your Species Is Doomed",0, 6, 10, 8, 12, 5, 0, , , , 555, 200, 53, 125, false,"Damron",crew_portraits_cm_damron_sm.png,damron_crew, 59.1967, 13.4146, 61.6629, 53.6333, 2, 0, 1, 17.7031
"Gotana-Retz",0,5, 551,82,191,0,0,0,0,0,0,1352,201,406,1065,161,304,0,0,0,1233,1267,86,368,1023,0,249,703,0,317,875,0,38,91,512,1275,1284,121,523,1078,0,346,870,0,468,1027,0,69,187,662,350,590,"Innovator, Pilot, Survivalist, Communicator, Resourceful, Displaced","male, nonhuman, organic, voy, gotana_retz, crew_max_rarity_5","We've Seen Enough",2, 7, 10, 10, 12, 2, 0, , , , 490, 200, 150, 450, false,"Retz",crew_portraits_cm_gotana_retz_sm.png,gotana_retz_crew, 90.8227, 78.0488, 70.2296, 86.7985, 6, 0, 0, 19.74
"Handler Worf",0,5, 0,0,0,0,0,0,1348,198,401,521,60,158,1089,150,303,0,0,0,0,539,1294,870,0,264,1045,688,0,111,17,170,203,837,501,0,701,1402,1090,0,469,1112,926,0,215,121,351,373,921,725,389,854,"Klingon, Duelist, Federation, Starfleet, Resourceful, Brutal, Hero, Undercover Operative","nonhuman, male, organic, pic, worf, crew_max_rarity_5","I Told You, Do Not Engage",0, 10, 8, 6, 10, 5, 0, , , , 640, 305, 370, 375, false,"Worf",crew_portraits_cm_worf_handler_sm.png,worf_handler_crew, 91.0555, 48.374, 86.6787, 89.4096, 4, 0, 0, 42.7519
"Varani",0,5, 1085,156,299,516,93,196,0,0,0,0,0,0,1481,167,379,0,0,0,180,763,572,28,418,1237,972,108,760,0,353,0,239,0,159,268,931,780,218,643,1202,909,253,726,0,843,0,633,0,501,129,820,"Bajoran, Communicator, Musician, Civilian, Casual, Inspiring","male, organic, nonhuman, ds9, varani, crew_max_rarity_5","You Must Keep Trying",2, 9, 8, 8, 10, 5, 0, , , , 200, 300, 170, 415, true,"Varani",crew_portraits_cm_varani_sm.png,varani_crew, 94.6449, 58.9431, 62.3646, 86.2566, 5, 0, 0, 0
"Captain Vadic",0,5, 1392,201,400,539,63,161,1069,150,301,0,0,0,0,0,0,0,0,0,90,52,292,590,158,126,988,1263,777,561,870,393,0,0,0,187,187,476,755,338,320,1104,1391,862,771,1057,658,0,0,0,331,825,"Shapeshifter, Desperate, Changeling, Criminal, Villain, Brutal, Communicator, Scoundrel, Vengeful","female, nonhuman, organic, pic, vadic, crew_max_rarity_5","Aren't You Adorable?",0, 10, 10, 6, 6, , , , 3, 800, 550, 415, 147, 390, false,"Vadic",crew_portraits_cm_vadic_captain_sm.png,vadic_captain_crew, 92.0062, 41.6667, 19.9109, 85.2967, 4, 0, 0, 78.8732
"Vadic",0,4, 0,0,0,377,50,152,951,175,301,0,0,0,682,99,252,0,0,0,1485,862,0,1197,0,229,1161,660,933,668,202,513,1046,0,861,1505,866,0,1271,0,312,1171,681,927,686,302,558,1091,0,922,1106,1329,"Shapeshifter, Desperate, Changeling, Criminal, Villain, Brutal, Vengeful","female, nonhuman, organic, pic, vadic, crew_max_rarity_4","How Very Precise With Your Timing",2, 8, 10, 8, 6, , , , 0, 2, 800, 510, 157, 480, false,"Vadic",crew_portraits_cm_vadic_sm.png,vadic_crew, 61.9907, 21.3415, 10.711, 53.5318, 3, 0, 0, 61.1701
"Ceti Alpha V Khan",0,5, 1075,156,299,0,0,0,576,98,201,0,0,0,1490,186,374,0,0,0,643,306,591,25,428,1098,0,332,0,1014,89,875,234,0,153,846,469,781,205,644,1141,0,667,0,1071,274,953,614,0,487,25,718,"Human, Augments, Engineered, Villain, Cultural Figure, Survivalist, Brutal, Caregiver, Interrogator, Vengeful","male, organic, nonhuman, tos, khan, crew_max_rarity_5","I Was a Prince... With Power Over Millions.",0, 10, 12, 8, 12, 5, 1, , 2, 2, 490, 575, 350, 200, false,"Khan",crew_portraits_cm_khan_ceti_alpha_sm.png,khan_ceti_alpha_crew, 96.4882, 56.0976, 42.472, 88.7932, 6, 0, 0, 40.6067
"Captain Shaw",0,4, 918,143,310,372,65,146,0,0,0,0,0,0,685,88,204,0,0,0,370,946,803,371,627,1482,1164,696,936,0,1286,0,1061,0,879,383,945,796,510,657,1430,1147,764,895,0,1421,0,1238,0,1048,1256,1473,"Starfleet, Federation, Human, Tactician, Constable, Brutal","male, organic, pic, shaw, crew_max_rarity_4","I'm Much More of a Malbec Man",2, 9, 10, 6, 10, 0, 1, , , , 200, 300, 103, 50, false,"Shaw",crew_portraits_cm_shaw_captain_sm.png,shaw_captain_crew, 60.5549, 9.9593, 24.4554, 48.6136, 1, 0, 0, 21.6685
"Lenore Karidian",0,4, 672,122,248,379,57,161,0,0,0,0,0,0,978,146,302,0,0,0,581,1088,965,315,797,1464,1149,388,922,0,989,0,745,0,618,584,1082,972,408,823,1402,1124,464,877,0,1125,0,884,0,747,1082,1311,"Human, Communicator, Scoundrel, Civilian, Crafty, Artist","female, organic, tos, lenore_karidian, crew_max_rarity_4","I Didn't Think We'd Be Meeting Again So Soon",0, 8, 12, 12, 6, 1, 1, , , , 200, 150, 70, 400, false,"Lenore",crew_portraits_cm_lenore_karidian_sm.png,lenore_karidian_crew, 62.3399, 24.7967, 37.1981, 54.396, 2, 0, 0, 17.7031
"Mutinous Trip Tucker",0,5, 0,0,0,0,0,0,1354,199,379,551,79,178,1066,158,296,0,0,0,0,541,1211,892,0,274,934,709,0,105,23,177,185,743,518,0,731,1297,1087,0,523,989,917,0,193,143,385,321,827,717,362,801,"Human, Starfleet, Maverick, Desperate, Communicator, Resourceful, Inspiring","male, organic, ent, tucker, crew_max_rarity_5","Sir, This Is Crazy",0, 10, 10, 6, 8, , , , 2, 3, 450, 200, 240, 350, false,"Trip",crew_portraits_cm_tucker_mutinous_sm.png,tucker_mutinous_crew, 91.4435, 74.7967, 19.1719, 87.0168, 5, 0, 0, 0
"Power Ransom",0,5, 881,355,808,744,283,656,414,199,401,0,0,0,0,0,0,0,0,0,51,255,455,765,311,140,551,816,423,1045,1374,902,0,0,0,1,11,20,73,14,13,98,181,81,479,696,352,0,0,0,736,4,"Human, Federation, Starfleet, Brutal, Desperate, Telekinetic, Scoundrel, Shapeshifter, Compromised, Cosmic","male, organic, low, ransom, gauntlet_jackpot, exclusive_gauntlet, crew_max_rarity_5","I Will Create a Race of Ransomites!",0, 7, 10, 12, 8, 0, 1, , , , 225, 500, 220, 100, false,"Ransom",crew_portraits_cm_ransom_power_sm.png,ransom_power_crew, 62.5534, 40.6504, 42.5893, 86.4919, 5, 0, 0, 36.9881
"Mot",0,4, 667,132,251,389,83,187,0,0,0,0,0,0,969,148,302,0,0,0,521,1083,961,317,789,1391,1106,374,876,0,1011,0,761,0,630,406,1064,948,386,802,1238,943,372,750,0,1117,0,879,0,740,1052,1128,"Bolian, Civilian, Casual, Caregiver, Resourceful","male, nonhuman, organic, tng, mot, crew_max_rarity_4","Trim Your Beard?",2, 8, 8, 12, 10, 5, 0, , , , 150, 575, 162, , false,"Mot",crew_portraits_cm_mot_sm.png,mot_crew, 62.2235, 45.122, 51.8212, 59.328, 3, 0, 0, 0
